,Case Number,Date,Type,Country,Area,Activity,Injury,Fatal (Y/N)
3277,1967.10.17,17-Oct-67,Unprovoked,USA,Florida,Standing on sandbar,Left foot bitten,N
3278,1967.10.00,Oct-67,Unprovoked,TONGA,,Swimming,Arm & leg bitten,N
3279,1967.09.20,20-Sep-67,Invalid,USA,Hawaii,Boat capsized between O'ahu & Molokai,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,Y
3280,1967.09.13,13-Sep-67,Provoked,ITALY,Brindisi Province,Scuba diving,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",
3281,1967.09.07.b,07-Sep-67,Provoked,PAPUA NEW GUINEA,New Ireland Province,Diving,"No details, listed as PROVOKED INCIDENT",UNKNOWN
3282,1967.09.07.a,07-Sep-67,Unprovoked,USA,Florida,Spearfishing,Survived,N
3283,1967.09.06,06-Sep-67,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,FATAL,Y
3284,1967.09.01,01-Sep-67,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,FATAL,Y
3285,1967.08.27,27-Aug-67,Provoked,USA,California,Pulling shark from the water,Nipped on shoulder by captive shark PROVOKED INCIDENT,N
3286,1967.08.26,26-Aug-67,Unprovoked,JAPAN,Kagawa Prefecture,,FATAL,Y
3287,1967.08.25,25-Aug-67,Unprovoked,ITALY,Liguria,Spearfishing on Scuba,Minor injuries to face & forearm,N
3288,1967.08.19,19-Aug-67,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, dived to pick up a float line","FATAL, ""bitten in two""",Y
3289,1967.08.15,15-Aug-67,Unprovoked,BERMUDA,Hamilton,Floating,Right foot abraded & lacerated,N
3290,1967.08.14.R,Reported 14-Aug-1967,Unprovoked,COLUMBIA,,,3 fingers were bitten by a shark,N
3291,1967.08.10,10-Aug-67,Invalid,AUSTRALIA,New South Wales,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),"Disappeared, no trace of men or equipment, shark attack considered",Y
3292,1967.08.07,07-Aug-67,Unprovoked,USA,Florida,Spearfishing,Shark grasped thigh,N
3293,1967.08.00.b,Aug-67,Unprovoked,BAHAMAS,Out Islands,Photographing sharks underwater using Scuba,"No injury, shark struck camera",N
3294,1967.08.00.a,Aug-67,Unprovoked,SENEGAL,Cap Vert Peninsula,Beach seine netting,Ankle bitten,N
3295,1967.07.29,29-Jul-67,Unprovoked,USA,Florida,Snorkeling,Foot lacerated,N
3296,1967.07.05,05-Jul-67,Unprovoked,TURKEY,Mugla Province,Spearfishing,FATAL,Y
3297,1967.07.00,Jul-67,Invalid,USA,South Carolina,Surfing,Incident not confirmed,N
3298,1967.06.13,13-Jun-67,Provoked,USA,Florida,Spearfishing,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",N
3299,1967.06.00,Jun-67,Provoked,ITALY,Sicily,Fishing boat,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",N
3300,1967.05.13,13 or 30-May-1967,Provoked,AUSTRALIA,South Australia,,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N
3301,1967.05.09,09-May-67,Provoked,AUSTRALIA,,Feeding a shark,Recorded as PROVOKED INCIDENT,N
3302,1967.04.00,Apr-67,Provoked,UNITED KINGDOM,Gibraltar,Fishing,Tooth knocked out by hooked shark PROVOKED INCIDENT,N
3303,1967.03.20,20-Mar-67,Provoked,NEW ZEALAND,North Island,Freediving,Abrasions to lower leg Recorded as PROVOKED INCIDENT,N
3304,1967.03.19,19-Mar-67,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,"Punctures in right buttock & thigh, abrasion on right forearm",N
3305,1967.03.12,12-Mar-67,Provoked,AUSTRALIA,Victoria,Spearfishing,Speared shark lacerated his arm PROVOKED INCIDENT,N
3306,1967.03.10,10-Mar-67,Invalid,AUSTRALIA,New South Wales,Vehicle plunged over cliff into the water,"Fatal or scavenging by ""a pack of sharks""",Y
3307,1967.03.09,09-Mar-67,Unprovoked,NEW ZEALAND,South Island,Lifesaving drill,"FATAL, seen taken by a shark ",Y
3308,1967.03.01,01-Mar-67,Unprovoked,PAPUA NEW GUINEA,New Britain,,Leg bitten,N
3309,1967.02.06,06-Feb-67,Sea Disaster,MEXICO,Veracruz,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,FATAL,Y
3310,1967.01.27,27-Jan-67,Boat,SOUTH AFRICA,Western Cape Province,Fishing for rock lobster,"Holed & sank boat, 1 man flung into water but ignored by the shark",N
3311,1967.01.22,22-Jan-67,Provoked,SOUTH AFRICA,Western Cape Province,Spearfishing Competition,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N
3312,1967.01.21,21-Jan-67,Unprovoked,MOZAMBIQUE,Bay of Maputo,Swimming in the channel,Right leg severely lacerated,N
3313,1967.01.06,06-Jan-67,Provoked,AUSTRALIA,Victoria,Splashing,Foot bitten when he kicked shark PROVOKED INCIDENT,N
3314,1966.12.31,31-Dec-66,Unprovoked,AUSTRALIA,Tasmania,Fishing,"6"" laceration to left forearm ",N
3315,1966.12.27.b,27-Dec-66,Provoked,AUSTRALIA,New South Wales,Spearfishing,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N
3316,1966.12.27.a,27-Dec-66,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,Right hand lacerated,N
3317,1966.12.26,26-Dec-66,Unprovoked,SINGAPORE,,Wading,Thigh bitten,N
3318,1966.12.26,26-Dec-66,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,Right leg bitten,N
3319,1966.11.14,14-Nov-66,Unprovoked,THAILAND,,,No details,UNKNOWN
3320,1966.11.00,Early Nov-1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,FATAL,Y
3321,1966.10.30,30-Oct-66,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Swimming,FATAL,Y
3322,1966.10.29,19-Oct-66,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Bathing,FATAL,Y
3323,1966.09.27,27-Sep-66,Unprovoked,AUSTRALIA,Queensland,"Free diving, carrying speargun",Shoulder lacerated,N
3324,1966.09.19,19-Sep-66,Provoked,USA,Hawaii,Fishing,Left elbow or hand bitten PROVOKED INCIDENT,N
3325,1966.09.18,18-Sep-66,Invalid,AUSTRALIA,Western Australia,Spearfishing," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",N
3326,1966.09.13,13-Sep-66,Provoked,AUSTRALIA,Western Australia,Spearfishing,Involved a speared shark but no other details PROVOKED INCIDENT,UNKNOWN
3327,1966.09.10,10-Sep-66,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,No injury,N
3328,1966.09.08.b,08-Sep-66,Provoked,USA,Florida,Hunting crayfish ,Abdomen abraded when he seized shark PROVOKED INCIDENT,N
3329,1966.09.00,Sep-66,Invalid,BAHAMAS,Bimini Islands,Diving / UW photography,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",N
3330,1966.08.28,28-Aug-66,Boat,AUSTRALIA,Northern Territory,,"No injury to occupant. Shark struck vessel, jamming centreboard",N
3331,1966.08.27.b,27-Aug-66,Invalid,SOUTH AFRICA,KwaZulu-Natal,Netting sharks,"No attack, no injury to occupant: a 400-lb grey shark k bit nets in the water ",N
3332,1966.08.27.a,27-Aug-66,Unprovoked,BAHAMAS,Bimini Islands,Snorkeling,"Survived, no details",N
3333,1966.08.21.b,23-Aug-66,Unprovoked,NEW BRITAIN,Duke of York Islands,Swimming,FATAL,Y
3334,1966.08.21.a,23-Aug-66,Unprovoked,NEW BRITAIN,Duke of York Islands,Diving into water,FATAL,Y
3335,1966.08.16,16-Aug-66,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,FATAL,Y
3336,1966.08.14,14-Aug-66,Unprovoked,TAIWAN,,Lobster diving using Scuba,"No injury, but shark struck his calf",N
3337,1966.08.13,13-Aug-66,Unprovoked,ITALY,Taranto province,Attacked shark with fists,Arm lacerated,N
3338,1966.08.00.b,Mid Aug-1966,Invalid,USA,Delaware,Spearfishing on Scuba,"No attack, no injury, shark took speared fish & approached diver closely ",N
3339,1966.08.00.a,Aug-66,Unprovoked,USA,Florida,Wading,"No injury, mother lifted him from the water",N
3340,1966.07.31,31-Jul-66,Unprovoked,USA,Texas,Diving for sand dollars,Dorsum of right foot grazed,N
3341,1966.07.19,19-Jul-66,Provoked,USA,South Carolina,Killing a shark,"Arm bitten, PROVOKED INCIDENT",N
3342,1966.07.17.b,17-Jul-66,Unprovoked,USA,Texas,Fishing,Lacerations to right foot,N
3343,1966.07.17.a,17-Jul-66,Unprovoked,TAIWAN,Northern Taiwan,Swimming,"FATAL, left leg severed",Y
3344,1966.07.14,14-Jul-66,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Swimming,FATAL,Y
3345,1966.07.03,03-Jul-66,Invalid,USA,Florida,Free diving,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,N
3346,1966.07.02,02-Jul-66,Boat,CARIBBEAN SEA,,,"No injury to occupants, sharks bit chunks from boat",N
3347,1966.06.22,22-Jun-66,Provoked,USA,New Jersey,Clamming,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N
3348,1966.06.11,11-Jun-66,Provoked,USA,Florida,Fishing,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N
3349,1966.06.04,04-Jun-66,Unprovoked,USA,Texas,Swimming,Punctures on  thigh & buttock,N
3350,1966.06.02,02-Jun-66,Provoked,FRENCH POLYNESIA,Society Islands,Fishing,Arm lacerated by netted shark PROVOKED INCIDENT,N
3351,1966.05.20.c,20-May-66,Sea Disaster,AUSTRALIA,New South Wales,Sinking of the dredge World Atlas,FATAL,Y
3352,1966.05.20.b,20-May-66,Unprovoked,AUSTRALIA,New South Wales,Fishing,Foot bitten,N
3353,1966.05.20.a,20-May-66,Sea Disaster,AUSTRALIA,,Shipwreck,"FATAL, other human remains bitten by sharks, 13 people missing",Y
3354,1966.05.16.b,16-May-66,Invalid,USA,Florida,Spearfishing / Scuba diving,"White shark, 3.7 m [12']  made threat display. No injury, no attack",N
3355,1966.05.16.a,16-May-66,Sea Disaster,PHILIPPINES,,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,130 perished; 136 survived  including a man whose foot was severed by a shark,Y
3356,1966.04.08,08-Apr-66,Unprovoked,USA,Puerto Rico,Swimming,Foot lacerated,N
3357,1966.04.00,Apr-66,Sea Disaster,AUSTRALIA,New South Wales,Overturned skiff,Survived,N
3358,1966.03.20,20-Mar-66,Provoked,AUSTRALIA,New South Wales,Fishing (big game),"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N
3359,1966.03.12,14-Mar-66,Sea Disaster,SUDAN,Red Sea,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",FATAL,Y
3360,1966.02.27,27-Feb-66,Unprovoked,AUSTRALIA,New South Wales,Treading water,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N
3361,1966.01.29,29-Jan-66,Provoked,SOUTH AFRICA,Western Cape Province,Helping men land a shark,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N
3362,1966.01.25,25-Jan-66,Sea Disaster,INDONESIA,North Sumatra,wreck of the State Oil Company ship Permina,Sharks said to have killed some of the 80 people lost,Y
3363,1966.01.22,22-Jan-66,Unprovoked,USA,California,Free diving / spearfishing (resting on the surface),"Hand, arm & thigh bitten",N
3364,1966.01.15,15-Jan-66,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,Buttocks bitten,N
3365,1966.01.14,14-Jan-66,Sea Disaster,COLUMBIA,,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,"10 survived, 51 perished. ",Y
3366,1966.01.11,11-Jan-66,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,Right calf lacerated,N
3367,1966.01.10,10-Jan-66,Unprovoked,AUSTRALIA,Western Australia,Jumped into the water,"Lower leg nipped, arm bruised when he landed in boat",N
3368,1966.01.09,09-Jan-66,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,Lower legs bitten,N
3369,1966.01.08,08-Jan-66,Unprovoked,NEW ZEALAND,North Island,Body surfing ,"FATAL, left leg bitten thigh to calf  ",Y
3370,1966.01.05,05-Jan-66,Unprovoked,USA,Florida,Swimming,Thigh gashed,N
3371,1966.00.00,Summer of 1996,Invalid,USA,California,Walking,Minor lacerations & abrasions to lower leg. ,N
3372,1965.12.28,28-Dec-65,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, but standing in knee-deep water",Thigh & swim fin bitten,N
3373,1965.12.19,19-Dec-65,Unprovoked,JOHNSTON ISLAND,,Freediving,No injury,N
3374,1965.12.10,10-Dec-65,Boat,AUSTRALIA,South Australia,Fishing,No injury to occupants. Shark  gouged planks of boat,N
3375,1965.11.21.b,21-Nov-65,Provoked,AUSTRALIA,Queensland,Fishing from 34' boat when pulled overboard by hooked shark,FATAL PROVOKED INCIDENT,Y
3376,1965.11.21.a,21-Nov-65,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii","Hauling dead shark aboard, when another shark leapt out of the water & bit him","Left forearm bitten, surgically amputated",N
3377,1965.11.03.b,03-Nov-65,Invalid,PANAMA,Caribbean Sea,Argentine Air Force C-54,2 life preservers had been bitten by sharks,Y
3378,1965.11.03.a,03-Nov-65,Unprovoked,AUSTRALIA,Queensland,Surfing,Puncture wounds to right thigh,N
3379,1965.10.21,21-Oct-65,Unprovoked,,,The boat Caribou II sank,Survived,N
3380,1965.10.16.b,16-Oct-65,Unprovoked,BAHAMAS,New Providence Island,Sunbathing on beach when he saw child being attacked by the shark,Right arm & right leg bitten,N
3381,1965.10.16.a,16-Oct-65,Unprovoked,BAHAMAS,New Providence Island,Playing in the water,FATAL,Y
3382,1965.10.10,10-Oct-65,Unprovoked,NEW BRITAIN,West coast,"Spearfishing, shot a turtle",FATAL,Y
3383,1965.10.00,Oct-65,Unprovoked,PAPUA NEW GUINEA,New Britain,Wading,Toe severed,N
3384,1965.09.21,21-Sep-65,Provoked,PAPUA NEW GUINEA,Madang Province,Spearing fish,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N
3385,1965.09.12,12-Sep-65,Provoked,PAPUA NEW GUINEA,East Sepik,Fishing (rod & line),Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N
3386,1965.09.08,08-Sep-65,Unprovoked,MEXICO,Veracruz,,Leg & arm bitten,N
3387,1965.08.30,30-Aug-65,Invalid,PHILIPPINES,,"Arsinoe, a French tanker","One man was lost, but he may have drowned",Y
3388,1965.08.26,26-Aug-65,Unprovoked,USA,New Jersey,Swimming,Right thigh lacerated,N
3389,1965.07.30,30-Jul-64,Provoked,BAHAMAS,Bimini Islands,Attempting to anesthetize shark,Chest bitten PROVOKED INCIDENT,N
3390,1965.07.26,26-Jul-65,Unprovoked,MEXICO,Veracruz,Bathing,"FATAL, both legs severed ",Y
3391,1965.07.02.R,Reported 02-Jul-1965,Boat,BERMUDA,Hamilton,,"No injury to occupant, shark bit boat",N
3392,1965.06.19,19-Jun-65,Invalid,USA,Florida,Wading,Parallel lacerations on right calf. Thought to be a barracuda bite ,N
3393,1965.06.18,18-Jun-65,Invalid,USA,Florida,"Diving, retrieving film package from Titan 3C rocket","No injury, chased by 4.6 m [15'] oceanic whitetip sharks",N
3394,1965.06.09,09-Jun-65,Unprovoked,MEXICO,Veracruz,Swimming,"Right forearm severed, right leg bitten and surgically amputated",N
3395,1965.06.00.b,Jun-65,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Spearfishing,Minor injury,N
3396,1965.06.00,Jun-65,Unprovoked,SOUTH PACIFIC OCEAN,,Treading water,"FATAL, body not recovered",Y
3397,1965.05.29,29-May-65,Unprovoked,MEXICO,Veracruz,Swimming,"FATAL, left leg & right arm severed ",Y
3398,1965.05.28,28-May-65,Unprovoked,MEXICO,Veracruz,Swimming,"FATAL, left arm & right leg severed ",Y
3399,1965.05.00.c,May-Jun-1965,Unprovoked,EGYPT,,Standing,Leg bitten,N
3400,1965.05.00.b,May-65,Unprovoked,JAMAICA,,Diving,Minor injury,N
3401,1965.05.00.a,May-65,Unprovoked,MEXICO,Veracruz,Swimming,"Right arm severed, right leg bitten, not known if he survived",N
3402,1965.04.29,29-Apr-65,Unprovoked,USA,Florida,,"Thighs abraded, puncture wounds in dorsal surface of left hand",N
3403,1965.04.25,25-Apr-65,Invalid,USA,California,Surfing,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,Y
3404,1965.04.10,10-Apr-65,Unprovoked,USA,Florida,Spearfishing,Left hand severely lacerated,N
3405,1965.04.04.b,04-Apr-65,Unprovoked,PALAU,Western Caroline Islands,Walking on reef,Right leg bitten,N
3406,1965.04.04.a,04-Apr-65,Unprovoked,USA,Florida,Paddling on surfboard,Left hand punctured & lacerated,N
3407,1965.03.23,23-Mar-65,Invalid,USA,Puerto Rico,Aircraft exploded,"All 16 onboard perished, recovery efforts hampered by sharks",N
3408,1965.03.14,14-Mar-65,Unprovoked,USA,Florida,Free diving,Survived,N
3409,1965.02.14,14-Feb-65,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,"Abdomen, buttock, thigh, arm & hand bitten",N
3410,1965.02.04,04-Feb-65,Unprovoked,USA,Massachusetts,Scuba diving,Punctures on left thigh,N
3411,1965.01.25,25-Jan-65,Invalid,USA,California,Motor boat Rebel Belle lost,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",Y
3412,1965.01.23,23-Jan-65,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddling rescue ski,"No injury, ski bitten",N
3413,1965.01.16,16-Jan-65,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,Right thigh punctured,N
3414,1965.01.10,10-Jan-65,Unprovoked,AUSTRALIA,Victoria,Swimming,Thigh gashed,N
3415,1965.01.09,09-Jan-65,Unprovoked,NEW GUINEA,Central Province,Free diving,FATAL,Y
3416,1965.00.00.g,Summer 1965,Unprovoked,USA,Texas,Dangling feet in the water,Foot bitten,N
3417,1965.00.00.f,1965,Provoked,USA,California,Surfing,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N
3418,1965.00.00.e,Early 1965,Provoked,USA,Florida,Collecting marine specimens,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N
3419,1965.00.00.d,May-Jun-1965,Unprovoked,RED SEA,East of the Gulf of Aqaba,Standing in waist-deep water,Leg bitten three times,N
3420,1965.00.00.c,May-Jun-1965,Unprovoked,EGYPT,,"Spearfishing, but standing in the water",Ankle and thigh bitten; shark made three strikes,N
3421,1965.00.00.b,1965,Unprovoked,VANUATU,Malampa Province,,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y
3422,1965.00.00.a,Ca. 1965,Invalid,SOUTH AFRICA,Eastern Cape Province,Bather,No details,UNKNOWN
3423,1964.12.25,25-Dec-64,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,"Hand, ankle & calf lacerated",N
3424,1964.12.10.b,10-Dec-64,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),,Thigh severely lacerated,N
3425,1964.12.10.a,10-Dec-64,Boat,AUSTRALIA,New South Wales,Fishing,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N
3426,1964.12.09,09-Dec-64,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Canoe swamped, swimming back to canoe",Survived,N
3427,1964.12.06,06-Dec-64,Unprovoked,KENYA,Coast Province,Fishing with hand line tied to wrist & was pulled into the water,FATAL,Y
3428,1964.11.29,29-Nov-64,Unprovoked,AUSTRALIA,Victoria ,Free diving with seals,Left leg severed,N
3429,1964.11.18,18-Nov-64,Unprovoked,AUSTRALIA,Queensland,Swimming out to rescue swimmers in difficulty,FATAL,Y
3430,1964.11.13,13-Nov-64,Provoked,AUSTRALIA,New South Wales,"Filming underwater, carrying powerhead","Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N
3431,1964.11.05,05-Nov-64,Boat,USA,Puerto Rico,Longline fishing,"No injury to occupant, shark bit propeller of outboard motor",N
3432,1964.10.31,31-Oct-64,Provoked,SOUTH AFRICA,KwaZulu-Natal,Surf fishing,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N
3433,1964.10.25,25-Oct-64,Invalid,USA,Florida,Boat Miss Becky  sank 12 miles from shore,"No injury to occupants, drove sharks away with paddles",N
3434,1964.10.04,04-Oct-64,Unprovoked,AUSTRALIA,Western Australia,"Surfing, but swimming to his board",Abrasions & 11 teethmarks on right lower leg,N
3435,1964.09.27,27-Sep-64,Invalid,,,Spearfishing,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",
3436,1964.09.20,20-Sep-64,Unprovoked,TAIWAN,Northern Taiwan,Swimming,FATAL,Y
3437,1964.09.07,07-Sep-64,Unprovoked,TAIWAN,Northern Taiwan,Swimming,Right thigh &  elbow bitten,N
3438,1964.08.26,26-Aug-64,Unprovoked,USA,Florida,Swimming,Bruised & abraded ankle,N
3439,1964.08.23,23-Aug-64,Unprovoked,MEXICO,Guerrero,Floating on his back in an inner tube,Right thigh bitten,N
3440,1964.08.22,22-Aug-64,Invalid,USA,Florida,Spearfishing / free diving,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,N
3441,1964.08.21,21-Aug-64,Unprovoked,USA,Florida,Swimming,"No injury,  bumped repeatedly",N
3442,1964.08.08,08-Aug-64,Unprovoked,USA,Florida,Spearfishing using scuba,"No injury, shark hit scuba tank",N
3443,1964.08.03,03-Aug-64,Unprovoked,JAPAN,Okayama Prefecture,Swimming,"Leg bitten, surgically amputated",N
3444,1964.08.00,Aug-64,Unprovoked,PANAMA,San Blas,Free diving / Spearfishingat edge of reef,Foot lacerated,N
3445,1964.07.27,27-Jul-64,Provoked,USA,Puerto Rico,,Arm lacerated by speared shark PROVOKED INCIDENT,N
3446,1964.07.16,16-Jul-64,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Searching for remains of  Dr. Marais,"No injury, shark charged & impaled itself on spear",N
3447,1964.07.15,15-Jul-64,Invalid,USA,Connecticut,"Yacht Gooney Bird foundered, 4 survivors on raft","No injury, no attack; sharks ate their food tied to a line over the side of the raft",N
3448,1964.07.08.b,08-Jul-64,Invalid,SOUTH AFRICA,KwaZulu-Natal,Spearfishing ,"Remains recovered, probable drowning and scavenging",Y
3449,1964.07.08.a,08-Jul-64,Provoked,USA,Florida,Tagging sharks,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N
3450,1964.07.00.b,Jul-64,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Standing / fishing,"FATAL, leg severed ",Y
3451,1964.07.00.a,Jul-64,Boat,PAPUA NEW GUINEA,New Ireland Province,canoeing,"No injury to occupant, canoe struck several times by shark ",N
3452,1964.06.29.a,29-Jun-64,Sea Disaster,BERMUDA,Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y
3453,1964.06.28,28-Jun-64,Invalid,USA,New York,Attempting to swim across the Atlantic Ocean,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Y
3454,1964.06.24,24-Jun-64,Boat,USA,California,Fishing,"No injury to occupants, shark crashed through windshield of boat",N
